Id,Airline,Class,Cabin,Detail_En,Detail_Vi,Hạng ghế,Operated Airlines,From date,To date,Hành lý xách tay,Có hành lý xách tay?,Số kiện xách tay,Số kg/kiện xách tay,Hành lý ký gửi,Có hành lý ký gửi?,Số kiện ký gửi,Số kg/kiện ký gửi,Ghi chú HLKG,Bữa ăn,Có bữa ăn?,Áp dụng với chuyến bay từ,Hình thức hoàn (nếu có),Hạn sử dụng,Hoàn vé - Timeframe 1 - From,Hoàn vé - Timeframe 1 - From,Hoàn vé - Timeframe 1 - To,Lý do hoàn 1,Hỗ trợ hoàn 1?,Phí hoàn 1,Hoàn vé - Timeframe 2 - From,Hoàn vé - Timeframe 2 - To,Lý do hoàn 2,Hỗ trợ hoàn 2?,Phí hoàn 2,Thay đổi vé,Đổi vé - Timeframe 1 - From,Đổi vé - Timeframe 1 - To,Hỗ trợ đổi 1?,Phí đổi 1,Đổi vé - Timeframe 2 - From,Đổi vé - Timeframe 2 - To,Hỗ trợ đổi 2?,Phí đổi 2,Thay đổi tên,Hỗ trợ đổi tên,Đổi tên - From,Đổi tên - To,Phí đổi tên,Đổi chuyến tại sân bay,Hỗ trợ đổi chuyến tại sân bay?,Phí đổi chuyến tại sân bay,Khách bỏ chuyến,Hỗ trợ khách bỏ chuyến?,Phí bỏ chuyến,Quầy thủ tục ưu tiên,Phòng chờ thương gia,Hệ số cộng điểm,Chọn chỗ ngồi
189,VN,A,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,VN,06/01/2023,07/02/2023,12kg,Yes,1,12,0kg,No,,,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,Không hoàn,null,No,0,0,Lý do cá nhân,No,null,,,,No,,No,0,0,No,null,,,,,No,No,,,,No,No,,No,"No",,No,No,10%,Thu phí
189,VN,A,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,VN,13/02/2022,01/07/2022,12kg,Yes,1,12,23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,Không hoàn,null,No,0,0,Lý do cá nhân,No,null,,,,No,,No,0,0,No,null,,,,,No,No,,,,No,No,,No,"No",,No,No,10%,Thu phí
189,VN,A,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,BL,01/07/2022,0,7kg,Yes,1,7,0kg,No,,,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,Không hoàn,null,No,0,0,Lý do cá nhân,No,null,,,,No,,No,0,0,No,null,,,,,No,No,,,,No,No,,No,"No",,No,No,10%,Thu phí
189,VN,A,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,BL,06/01/2023,07/02/2023,7kg,Yes,1,7,0kg,No,,,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,Không hoàn,null,No,0,0,Lý do cá nhân,No,null,,,,No,,No,0,0,No,null,,,,,No,No,,,,No,No,,No,"No",,No,No,10%,Thu phí
189,VN,A,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,BL,13/02/2022,01/07/2022,7kg,Yes,1,7,23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,Không hoàn,null,No,0,0,Lý do cá nhân,No,null,,,,No,,No,0,0,No,null,,,,,No,No,,,,No,No,,No,"No",,No,No,10%,Thu phí
261,VN,B,Economy,Economy Flex,Phổ thông linh hoạt,Phổ thông,VN,13/02/2022,0,12kg,Yes,1,12,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí:
     + Từ ngày ... đến ngày ... : 360,000đ + chênh lệch
     + Khác: miễn phí + chênh lệch",0,3,No,null,3,0,Yes,0,No,No,,,,"- Từ ngày ... đến ngày ... : thu phí + chênh lệch
- Khác: miễn phí + chênh lệch",Yes,0,"- Từ ngày ... đến ngày ... : phí 500,000đ
- Khác: miễn phí",Yes,0,No,No,100%,Miễn phí
261,VN,B,Economy,Economy Flex,Phổ thông linh hoạt,Phổ thông,VN,06/01/2023,07/02/2023,12kg,Yes,1,12,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí:
     + Từ ngày ... đến ngày ... : 360,000đ + chênh lệch
     + Khác: miễn phí + chênh lệch",0,3,No,null,3,0,Yes,360000,No,No,,,,"- Từ ngày ... đến ngày ... : thu phí + chênh lệch
- Khác: miễn phí + chênh lệch",Yes,Thu phí,"- Từ ngày ... đến ngày ... : phí 500,000đ
- Khác: miễn phí",Yes,500000,No,No,100%,Miễn phí
261,VN,B,Economy,Economy Flex,Phổ thông linh hoạt,Phổ thông,BL,13/02/2022,0,7kg,Yes,1,7,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí:
     + Từ ngày ... đến ngày ... : 360,000đ + chênh lệch
     + Khác: miễn phí + chênh lệch","- Báo tối thiểu 3 tiếng trước giờ bay
- Phí:
     + Từ ngày ... đến ngày ... : 360,000đ + chênh lệch
     + Khác: miễn phí + chênh lệch",3,No,null,3,0,Yes,0,No,No,,,,"- Từ ngày ... đến ngày ... : thu phí + chênh lệch
- Khác: miễn phí + chênh lệch",Yes,0,"- Từ ngày ... đến ngày ... : phí 500,000đ
- Khác: miễn phí",Yes,0,No,No,100%,Miễn phí
261,VN,B,Economy,Economy Flex,Phổ thông linh hoạt,Phổ thông,BL,06/01/2023,07/02/2023,7kg,Yes,1,7,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí:
     + Từ ngày ... đến ngày ... : 360,000đ + chênh lệch
     + Khác: miễn phí + chênh lệch",0,3,No,null,3,0,Yes,360000,No,No,,,,"- Từ ngày ... đến ngày ... : thu phí + chênh lệch
- Khác: miễn phí + chênh lệch",Yes,Thu phí,"- Từ ngày ... đến ngày ... : phí 500,000đ
- Khác: miễn phí",Yes,500000,No,No,100%,Miễn phí
351,VN,C,Business,Business Flex,Thương gia linh hoạt,Thương gia,VN,13/02/2022,0,18kg,Yes,1,18,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Miễn phí + chênh lệch",0,3,No,null,3,0,Yes,0,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,200%,Miễn phí
351,VN,C,Business,Business Flex,Thương gia linh hoạt,Thương gia,VN,06/01/2023,07/02/2023,18kg,Yes,1,18,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Miễn phí + chênh lệch",0,3,No,null,3,0,Yes,0,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,200%,Miễn phí
351,VN,C,Business,Business Flex,Thương gia linh hoạt,Thương gia,BL,13/02/2022,0,7kg,Yes,1,7,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Miễn phí + chênh lệch",0,3,No,null,3,0,Yes,0,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,200%,Miễn phí
351,VN,C,Business,Business Flex,Thương gia linh hoạt,Thương gia,BL,06/01/2023,07/02/2023,7kg,Yes,1,7,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Miễn phí + chênh lệch",0,3,No,null,3,0,Yes,0,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,200%,Miễn phí
436,VN,D,Business,Business Classic,Thương gia tiêu chuẩn,Thương gia,VN,13/02/2022,0,18kg,Yes,1,18,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,150%,Miễn phí
436,VN,D,Business,Business Classic,Thương gia tiêu chuẩn,Thương gia,VN,06/01/2023,07/02/2023,18kg,Yes,1,18,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,150%,Miễn phí
436,VN,D,Business,Business Classic,Thương gia tiêu chuẩn,Thương gia,BL,13/02/2022,0,7kg,Yes,1,7,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,150%,Miễn phí
436,VN,D,Business,Business Classic,Thương gia tiêu chuẩn,Thương gia,BL,06/01/2023,07/02/2023,7kg,Yes,1,7,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,150%,Miễn phí
572,VN,E,Economy,Economy Lite,Phổ thông tiết kiệm,Phổ thông,VN,13/02/2022,0,12kg,Yes,1,12,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,No,No,60%,Thu phí
572,VN,E,Economy,Economy Lite,Phổ thông tiết kiệm,Phổ thông,VN,06/01/2023,07/02/2023,12kg,Yes,1,12,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,No,No,60%,Thu phí
572,VN,E,Economy,Economy Lite,Phổ thông tiết kiệm,Phổ thông,BL,13/02/2022,0,7kg,Yes,1,7,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,No,No,60%,Thu phí
572,VN,E,Economy,Economy Lite,Phổ thông tiết kiệm,Phổ thông,BL,06/01/2023,07/02/2023,7kg,Yes,1,7,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,No,No,60%,Thu phí
824,VN,G,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,VN,01/07/2022,0,12kg,Yes,1,12,0kg,No,,,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,Không hoàn,,No,0,0,Lý do cá nhân,No,null,,,,No,,No,0,0,No,Null,,,,,No,No,,,,No,No,,No,No,,No,No,10%,Thu phí
824,VN,G,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,VN,06/01/2023,07/02/2023,12kg,Yes,1,12,0kg,No,,,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,Không hoàn,,No,0,0,Lý do cá nhân,No,null,,,,No,,No,0,0,No,Null,,,,,No,No,,,,No,No,,No,No,,No,No,10%,Thu phí
824,VN,G,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,VN,13/02/2022,01/07/2022,12kg,Yes,1,12,23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,Không hoàn,null,No,0,0,Lý do cá nhân,No,null,,,,No,,No,0,0,No,null,,,,,No,No,,,,No,No,,No,"No",,No,No,10%,Thu phí
824,VN,G,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,BL,01/07/2022,0,7kg,Yes,1,7,0kg,No,,,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,Không hoàn,,No,0,0,Lý do cá nhân,No,null,,,,No,,"No",0,0,No,Null,,,,,No,No,,,,No,No,,No,No,,No,No,10%,Thu phí
824,VN,G,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,BL,06/01/2023,07/02/2023,7kg,Yes,1,7,0kg,No,,,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,Không hoàn,,No,0,0,Lý do cá nhân,No,null,,,,No,,"No",0,0,No,Null,,,,,No,No,,,,No,No,,No,No,,No,No,10%,Thu phí
824,VN,G,Economy,Economy Super Lite,Phổ thông siêu tiết kiệm,Phổ thông,BL,13/02/2022,01/07/2022,7kg,Yes,1,7,23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,Không hoàn,null,No,0,0,Lý do cá nhân,No,null,,,,No,,No,0,0,No,null,,,,,No,No,,,,No,No,,No,"No",,No,No,10%,Thu phí
878,VN,H,Economy,Economy Classic,Phổ thông tiêu chuẩn,Phổ thông,VN,13/02/2022,0,12kg,Yes,1,12,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí:
     + Từ ngày ... đến ngày ... : 360,000đ + chênh lệch
     + Khác: miễn phí + chênh lệch",0,3,No,null,3,0,Yes,0,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,No,No,80%,Miễn phí
878,VN,H,Economy,Economy Classic,Phổ thông tiêu chuẩn,Phổ thông,VN,06/01/2023,07/02/2023,12kg,Yes,1,12,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí:
     + Từ ngày ... đến ngày ... : 360,000đ + chênh lệch
     + Khác: miễn phí + chênh lệch",0,3,No,null,3,0,Yes,360000,No,No,,,,- Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,No,No,80%,Miễn phí
878,VN,H,Economy,Economy Classic,Phổ thông tiêu chuẩn,Phổ thông,BL,13/02/2022,0,7kg,Yes,1,7,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí:
     + Từ ngày ... đến ngày ... : 360,000đ + chênh lệch
     + Khác: miễn phí + chênh lệch",0,3,No,null,3,0,Yes,0,No,No,,,,Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,No,No,80%,Miễn phí
878,VN,H,Economy,Economy Classic,Phổ thông tiêu chuẩn,Phổ thông,BL,06/01/2023,07/02/2023,7kg,Yes,1,7,1x23kg,Yes,1,23,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí:
     + Từ ngày ... đến ngày ... : 360,000đ + chênh lệch
     + Khác: miễn phí + chênh lệch",0,3,No,null,3,0,Yes,360000,No,No,,,,Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,No,No,80%,Miễn phí
1023,VN,I,Business,Business Classic,Thương gia tiêu chuẩn,Thương gia,VN,13/02/2022,0,18kg,Yes,1,18,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,150%,Miễn phí
1023,VN,I,Business,Business Classic,Thương gia tiêu chuẩn,Thương gia,VN,06/01/2023,07/02/2023,18kg,Yes,1,18,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",Yes,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,150%,Miễn phí
1023,VN,I,Business,Business Classic,Thương gia tiêu chuẩn,Thương gia,BL,13/02/2022,0,7kg,Yes,1,7,1x32kg,Yes,1,32,Null,"- Chuyến bay >= 120p: Yes
- Chuyến bay < 120p: No",No,120,"Định danh, Hoàn về hình thức thanh toán ban đầu",365,"- Phí 500,000đ
- Báo tối thiểu 4 tiếng trước giờ bay
- Hoàn travel voucher:
    + Bảo lưu tiền vé trong 1 năm
- Hoàn về hình thức thanh toán ban đầu
    + Hoàn sau 3 tháng kể từ ngày bay chặng cuối trên vé",0,4,Lý do cá nhân,No,null,4,0,Lý do cá nhân,Yes,500000,"- Báo tối thiểu 3 tiếng trước giờ bay
- Phí 360,000đ + chênh lệch",0,3,No,Null,3,0,Yes,360000,No,No,,,,Thu phí + chênh lệch,Yes,Thu phí,"- Phí 500,000đ",Yes,500000,Yes,Yes,150%,Miễn phí
